snp_candidate,libdem_vote,labour_share,ukip_vote,conservative_share,green_vote,green_swing,labour_vote,ukip_share,libdem_swing,constituency_code,conservative_candidate,ukip_swing,green_share,majority,ukip_candidate,conservative_swing,green_candidate,labour_candidate,conservative_vote,snp_swing,turnout,snp_share,snp_vote,libdem_share,libdem_candidate,labour_swing
,3719,33.1,3647,46.0,3214,4.2,16697,7.2,-20.0,E14000889,Rob Wilson,5.0,6.4,CON,Christine Forrester,3.4,Rob White,Matt Rodda,23217,,67.6,,,7.4,Jenny Woods,7.6
,2756,22.6,8250,48.6,2193,4.2,11798,15.8,-15.2,E14000894,Nigel Evans,9.1,4.2,CON,Shirley Parkinson,-1.7,Graham Sowter,David Hinder,25404,,67.1,,,5.3,Jackie Pearcey,0.5
,2355,33.9,4826,47.7,1406,1.7,16432,10.0,-15.2,E14000890,Alok Sharma,6.8,2.9,CON,Malik Azam,4.5,Miriam Kennet,Victoria Groulef,23082,,66.9,,,4.9,Meri O'Connell,3.4
,3465,13.2,8194,51.4,2313,1.4,7124,15.2,-12.7,E14000895,Rishi Sunak,15.2,4.3,CON,Matthew Cooke,-11.4,Leslie Rowe,Mike Hill,27744,,64.7,,,6.4,John Harris,-2.1
,11389,12.3,2464,58.2,3548,5.0,7296,4.2,-23.5,E14000896,Zac Goldsmith,3.0,6.0,CON,Sam Naz,8.5,Andrée Frieze,Sachin Patel,34404,,76.5,,,19.3,Robin Meltzer,7.3
,4667,46.1,8519,17.0,1382,3.0,20961,18.8,-24.2,E14000897,Azi Ahmed,14.4,3.0,LAB,Mohammed Masud,-1.0,Mark Hollinrake,Simon Danczuk,7742,,57.4,,,10.3,Andy Kelly,9.8
,1413,20.9,11208,51.0,1222,1.5,10268,22.8,-9.1,E14000900,Andrew Rosindell,18.4,2.5,CON,Gerard Batten,-5.0,Lorna Tooley,Samuel Gould,25067,,67.7,,,2.9,Ian Sanderson,1.4
,1459,24.7,8948,46.4,2195,3.3,10765,20.5,-16.1,E14000899,James Duddridge,14.7,5.0,CON,Floyd Waterworth,-0.4,Simon Cross,Ian Gilbert,20241,,60.6,,,3.3,Peter Gwizdala,4.4
,8573,11.9,5511,54.3,2280,4.7,5749,11.4,-23.5,E14000901,Caroline Nokes,8.8,4.7,CON,Sandra James,4.6,Ian Callaghan,Darren Paffey,26285,,72.8,,,17.7,Ben Nicholls,5.5
,806,35.1,6862,46.6,1046,2.1,17193,14.0,-16.5,E14000902,Jake Berry,10.6,2.1,CON,Clive Balchin,4.8,Karen Pollard-Rylance,Will Straw,22847,,58.4,,,1.6,Afzal Anwar,2.8
,1992,43.6,13204,23.3,,,20501,28.1,-13.1,E14000903,Gareth Streeter,22.5,,LAB,Allen Cowles,-5.1,,Kevin Barron,10945,,63.3,,,4.2,Robert Teal,2.7
,1251,19.8,16009,44.1,1516,1.4,10396,30.5,-13.9,E14000898,Kelly Tolhurst,30.5,2.9,CON,Mark Reckless,-5.1,Clive Gregory,Naushabah Khan,23142,,66.5,,,2.4,Prue Bray,-8.7
,2776,27.9,6855,49.1,1415,1.9,13695,14.0,-14.2,E14000905,Mark Pawsey,13.1,2.9,CON,Gordon Davies,5.0,Terry White,Claire Edwards,24040,,61.6,,,5.7,Ed Goncalves,-3.4
,1093,52.5,11414,12.3,,,19860,30.2,-13.1,E14000904,Sebastian Lowe,24.3,,LAB,Jane Collins,-4.4,,Sarah Champion,4656,,59.4,,,2.9,Janice Middleton,7.9
,2537,20.1,5598,59.6,1801,2.0,10297,10.9,-11.7,E14000906,Nick Hurd,8.2,3.5,CON,Gerard Barry,2.1,Karen Pillai,Michael Borio,30521,,70.0,,,5.0,Joshua Dixon,0.6
,2783,26.3,5943,51.4,3559,4.1,14525,10.8,-16.7,E14000908,Kenneth Clarke,6.7,6.5,CON,Matthew Faithfull,0.2,George Mallender,David Mellen,28354,,75.3,,,5.0,Bob Johnston,5.6
,3362,15.5,6951,59.7,2071,2.7,7767,13.9,-14.9,E14000907,Philip Hammond,7.4,4.1,CON,Joe Branco,3.8,Rustam Majainah,Arran Neathey,29901,,67.9,,,6.7,John Vincent,2.1
,4407,15.4,8678,55.6,2325,4.3,8383,15.9,-17.7,E14000909,Alan Duncan,11.3,4.3,CON,Richard Billington,4.5,Alastair McQuillan,James Moore,30383,,68.4,,,8.1,Ed Reynolds,1.1
,6079,11.8,7935,57.2,2174,2.4,6791,13.8,-16.9,E14000910,Alan Haselhurst,9.7,3.8,CON,Peter Day,1.7,Karmel Stannard,Jane Berney,32926,,71.4,,,10.6,Mike Hibbs,2.1
,2159,30.2,8162,43.2,2185,3.1,14413,17.1,-18.0,E14000913,Robert Goodwill,14.1,4.6,CON,Sam Cross,0.3,David Malone,Ian McInnes,20613,,64.9,,,4.5,Michael Beckett,3.9
,5099,15.3,6152,55.6,2762,4.4,7771,12.1,-26.9,E14000912,John Glen,9.3,5.4,CON,Paul Martin,6.4,Alison Craig,Tom Corbin,28192,,72.9,,,10.1,Reeten Banerji,7.7
,1614,49.4,7806,20.4,2251,5.2,21364,18.0,-22.6,E14000911,Greg Downes,15.4,5.2,LAB,Paul Doyle,-0.1,Emma Van Dyke,Rebecca Long-Bailey,8823,,58.2,,,3.7,Charlie Briggs,9.3
,770,41.7,6329,33.2,887,1.3,15393,17.1,-16.2,E14000914,Jo Gideon,12.6,2.4,LAB,Stephen Howd,0.5,Martin Dwyer,Nic Dakin,12259,,57.7,,,2.1,Simon Dodd,2.1
,1370,47.2,6426,29.5,1213,3.1,18275,16.6,-16.4,E14000915,Scott Wood,12.9,3.1,LAB,John Leathley,6.0,Greg Robinson,Phil Wilson,11432,,61.6,,,3.5,Stephen Glenn,2.1
,2086,53.8,4879,29.6,1184,2.4,26359,10.0,-15.7,E14000916,Valerie Allen,5.7,2.4,LAB,Tim Power,-4.3,Lindsay Melia,Bill Esterson,14513,,72.4,,,4.3,Paula Keaveney,11.9
,1920,26.8,7389,52.5,1465,2.8,14168,14.0,-14.1,E14000917,Nigel Adams,10.8,2.8,CON,Colin Heath,3.1,Ian Richards,Mark Hayes,27725,,69.4,,,3.6,Nicola Turner,1.1
,2226,51.4,9128,17.4,1117,2.7,21439,21.9,-18.0,E14000920,Matt Sleat,17.3,2.7,LAB,Steven Winstone,0.0,Linda Duckenfield,Clive Betts,7242,,59.2,,,5.3,Gail Smith,2.7
,1802,56.6,8856,11.0,1712,4.3,22663,22.1,-15.5,E14000921,Elise Dünweber,18.0,4.3,LAB,John Booker,-0.5,Christine Gilligan Kubo,Harry Harpham,4407,,54.8,,,4.5,Jonathan Harston,1.6
,4278,55.0,3296,11.1,6999,12.1,24308,7.5,-31.2,E14000919,Stephanie Roe,5.9,15.8,LAB,Dominic Cook,1.0,Jillian Creasy,Paul Blomfield,4917,,57.4,,,9.7,Joe Otten,13.7
,4746,48.2,7315,16.2,2566,3.7,20269,17.4,-17.1,E14000923,Stephen Castens,13.7,6.1,LAB,Howard Denby,-1.2,Rita Wilcock,Louise Haigh,6792,,60.7,,,11.3,Simon Clement-Jones,5.6
,1949,31.0,4479,50.0,2657,2.3,15645,8.9,-16.2,E14000925,Philip Davies,8.9,5.3,CON,Waqas Khan,1.4,Kevin Warnes,Steve Clapcote,25269,,71.7,,,3.9,Andrew Martin,2.5
,22215,35.8,3575,13.6,1772,1.4,19862,6.4,-13.4,E14000922,Ian Walker,4.1,3.2,LD,Joe Jenkins,-9.9,Peter Garbutt,Oliver Coppard,7544,,75.3,,,40.0,Nick Clegg,19.7
,3937,12.9,8970,56.9,2238,4.5,6448,17.9,-13.5,E14000918,Michael Fallon,14.3,4.5,CON,Steve Lindsay,0.1,Amelie Boleyn,Christopher Clark,28531,,70.9,,,7.9,Alan Bullion,-0.4
,1094,35.9,7399,45.0,1108,2.2,18186,14.6,-12.7,E14000924,Mark Spencer,11.6,2.2,CON,Sally Chadd,5.8,Lydia Davies-Bright,Léonie Mathers,22833,,69.1,,,2.2,Daniel Mosley,-2.9
,4057,17.4,7651,55.4,3116,5.7,9487,14.0,-25.0,E14000928,Julian Smith,10.5,5.7,CON,Alan Henderson,4.9,Andy Brown,Malcolm Birks,30248,,71.6,,,7.4,Jacquie Bell,7.3
,1563,19.6,12257,49.5,1185,2.4,9673,24.8,-13.2,E14000927,Gordon Henderson,19.4,2.4,CON,Richard Palmer,-0.6,Gary Miller,Guy Nicholson,24425,,65.0,,,3.2,Keith Nevols,-5.0
,4268,27.8,7813,45.5,2247,3.1,15063,14.4,-21.1,E14000926,Daniel Kawczynski,11.4,4.2,CON,Suzanne Evans,1.6,Emma Bullard,Laura Davies,24628,,70.8,,,7.9,Christine Tinker,7.3
,1275,48.5,6274,33.3,1220,1.4,23421,13.0,-11.9,E14000930,Gurcharan Singh,9.8,2.5,LAB,Diana Coad,-1.0,Julian Edmonds,Fiona Mactaggart,16085,,55.9,,,2.6,Thomas McCann,2.7
,3500,17.3,9716,56.2,,,10690,15.7,-12.5,E14000929,Stephen Phillips,12.1,,CON,Steven Hopkins,4.6,,Jason Pandya-Wood,34805,,70.2,,,5.7,Matthew Holden,0.4
,12008,15.1,6593,48.5,3047,3.8,9013,11.1,-17.5,E14000937,Lucy Frazer,7.4,5.1,CON,Deborah Rennie,0.5,Clive Semmens,Huw Jones,28845,,70.4,,,20.2,Jonathan Chatfield,7.5
,11692,7.3,6439,53.0,5434,9.0,4419,10.7,-28.1,E14000932,David Warburton,7.5,9.0,CON,Alan Dimmick,8.5,Theo Simon,David Oakensen,31960,,72.2,,,19.4,David Rendel,2.9
,2901,24.2,7304,48.9,2275,3.5,11762,15.0,-13.0,E14000936,Richard Drax,11.0,4.7,CON,Malcolm Shakesby,3.8,Jane Burnet,Simon Bowkett,23756,,67.5,,,6.0,Howard Legg,-6.1
,1356,25.2,12097,43.4,,,11493,26.5,-10.4,E14000933,Stephen Metcalfe,20.6,,CON,Ian Luder,-0.5,,Mike Le-Surf,19788,,62.3,,,3.0,Geoff Williams,-5.8
,1887,26.8,8998,49.4,1216,2.4,13595,17.7,-12.2,E14000935,Heather Wheeler,15.3,2.4,CON,Alan Graves,3.9,Marianne Bamkin,Cheryl Pidgeon,25066,,68.2,,,3.7,Lorraine Johnson,-4.6
,9368,17.6,6010,51.1,3848,4.5,10860,9.8,-18.9,E14000934,Heidi Allen,6.6,6.3,CON,Marion Mason,3.7,Simon Saggers,Dan Greef,31454,,73.1,,,15.2,Sebastian Kindersley,7.4
,14054,10.4,6361,49.2,1632,3.0,5693,11.6,-17.2,E14000931,Julian Knight,9.4,3.0,CON,Philip Henrick,6.7,Howard Allen,Nigel Knowles,26956,,70.9,,,25.7,Lorely Burt,1.5
,8521,9.3,7698,50.5,2718,3.7,4692,15.2,-21.8,E14000938,Sheryll Murray,9.0,5.4,CON,Bradley Monk,5.4,Martin Corney,Declan Lloyd,25516,,71.1,,,16.9,Phil Hutty,2.2
,1466,12.4,10736,59.6,1580,1.8,6122,21.8,-12.5,E14000939,John Hayes,15.4,3.2,CON,David Parsons,0.5,Dan Wilshire,Matthew Mahabadi,29303,,63.9,,,3.0,George Smid,-1.6
,4689,18.4,7847,54.3,3090,3.6,10502,13.7,-21.2,E14000941,Richard Bacon,9.5,5.4,CON,Barry Cameron,4.9,Catherine Rowett,Deborah Sacks,30995,,72.4,,,8.2,Jacqueline Howe,5.2
,3987,22.0,9363,53.2,,,11876,17.4,-13.6,E14000940,Alberto Costa,13.7,,CON,Barry Mahoney,3.7,,Amanda Hack,28700,,70.1,,,7.4,Geoffrey Welsh,1.1
,639,51.3,7975,16.6,1614,2.4,18589,22.0,-12.4,E14000944,Robert Oliver,22.0,4.5,LAB,Norman Dennis,-5.0,Shirley Ford,Emma Lewell-Buck,6021,,57.8,,,1.8,Gita Gordon,-0.8
,3613,16.7,8204,60.1,2247,2.5,10191,13.5,-15.1,E14000942,Andrea Leadsom,9.5,3.7,CON,Roger Clark,4.9,Damon Boughen,Lucy Mills,36607,,71.5,,,5.9,Tom Snowdon,-0.6
,2312,35.1,7377,46.4,,,18368,14.1,-9.7,E14000943,Seema Kennedy,10.4,,CON,David Gallagher,1.0,,Veronica Bennett,24313,,68.5,,,4.4,Sue McGuire,0.4
,1448,18.4,8267,59.4,1298,2.6,9107,16.7,-13.8,E14000945,Gavin Williamson,11.2,2.6,CON,Lyndon Jones,6.2,Claire McIlvenna,Kevin McElduff,29478,,58.9,,,2.9,Robert Woodthorpe Browne,-1.9
,4044,19.3,7897,53.1,2253,4.3,10001,15.2,-23.1,E14000946,James Cartlidge,8.1,4.3,CON,Steven Whalley,5.3,Robert Lindsay,Jane Basham,27546,,70.9,,,7.8,Grace Weaver,4.9
,2646,20.3,7941,55.0,2106,4.1,10399,15.5,-14.9,E14000949,Andrew Selous,11.3,4.1,CON,John van Weenen,2.2,Emily Lawrence,Daniel Scott,28212,,64.4,,,5.2,Stephen Rutherford,0.7
,5872,16.3,6603,56.9,2583,4.5,9345,11.5,-17.7,E14000951,David Gauke,9.0,4.5,CON,Mark Anderson,2.7,Charlotte Pardy,Simon Diggins,32608,,71.9,,,10.3,Nigel Quinton,4.8
,2217,17.3,11654,50.9,2075,2.5,8649,23.3,-17.2,E14000952,Elizabeth Truss,17.0,4.1,CON,Paul Smyth,2.6,Sandra Walmsley,Peter Smith,25515,,65.1,,,4.4,Rupert Moss-Eccardt,-1.3
,3767,16.7,7306,56.6,2408,3.5,8391,14.5,-16.7,E14000950,Gary Streeter,8.3,4.8,CON,Robin Julian,0.6,Win Scutt,Chaz Singh,28500,,70.9,,,7.5,Tom Davies,4.2
,932,23.8,16026,38.1,1076,2.2,11740,32.4,-13.2,E14000948,Craig Mackinlay,26.9,2.2,CON,Nigel Farage,-9.9,Ian Driver,Will Scobie,18838,,70.4,,,1.9,Russell Timpson,-7.6
,1817,34.5,5920,46.2,1757,2.3,16992,12.0,-13.9,E14000947,Robert Buckland,7.7,3.6,CON,John Short,4.5,Talis Kimberley-Fairbourn,Anne Snelgrove,22777,,66.6,,,3.7,Damon John Hooton,0.2
,5482,13.5,9030,52.7,2985,5.8,6948,17.5,-19.9,E14000954,Andrew Murrison,12.0,5.8,CON,Matthew Brown,1.0,Phil Randle,George Aylett,27198,,70.7,,,10.6,Trevor Carbin,2.0
,13652,19.2,7429,28.0,1230,2.8,8468,16.8,-18.7,E14000958,Damien Moore,11.7,2.8,LD,Terry Durrance,-7.9,Laurence Rankin,Liz Savage,12330,,65.5,,,31.0,John Pugh,9.8
,3586,9.5,5643,59.9,3105,4.2,5415,9.9,-23.9,E14000953,Jeremy Hunt,7.3,5.4,CON,Mark Webber,1.2,Susan Ryland,Howard Kaye,34199,,74.1,,,6.3,Patrick Haveron,3.5
,4129,18.3,7803,49.8,2083,3.2,8154,17.5,-20.1,E14000957,David Amess,13.6,4.7,CON,Brian Otridge,3.8,Jon Fuller,Julian Ware-Lane,22175,,66.6,,,9.3,Paul Collins,4.9
,2121,41.3,5566,32.5,2568,3.9,18017,12.8,-17.5,E14000956,Jeremy Moulton,8.8,5.9,LAB,Pearline Hingston,-0.5,Angela Mawle,Alan Whitehead,14207,,62.1,,,4.9,Adrian Ford,2.8
,3163,18.6,10234,49.7,1724,3.5,9114,20.9,-19.4,E14000959,Kwasi Kwarteng,12.4,3.5,CON,Redvers Cunningham,2.6,Paul Jacobs,Rebecca Geach,24386,,68.6,,,6.4,Rosie Shimell,2.1
,10076,23.3,4271,46.6,2034,2.3,12660,7.8,-17.9,E14000960,Anne Main,4.0,3.7,CON,Chris Wright,5.9,Jack Easton,Kerry Pollard,25392,,75.1,,,18.5,Sandy Walkington,5.7
,2046,57.0,6983,19.6,1762,3.8,26378,15.1,-15.8,E14000962,Paul Richardson,10.4,3.8,LAB,Ian Smith,-2.7,Elizabeth Ward,Conor McGinn,9087,,61.5,,,4.4,Denise Aspinall,5.3
,2737,59.8,6766,15.9,2237,4.6,28950,14.0,-16.6,E14000963,Gillian Keegan,11.3,4.6,LAB,John Beirne,-1.9,James Chan,Marie Rimmer,7707,,62.3,,,5.7,Brian Spencer,6.9
,1595,36.5,6010,41.7,1876,2.8,16340,13.4,-17.3,E14000955,Royston Smith,9.1,4.2,CON,Kim Rose,5.4,John Spottiswoode,Rowenna Davis,18656,,61.8,,,3.6,Eleanor Bell,-0.2
,12077,10.2,8503,40.2,2318,4.6,5150,16.9,-18.8,E14000961,Steve Double,13.2,4.6,CON,David Mathews,0.2,Steve Slade,Deborah Hopkins,20250,,65.7,,,24.0,Stephen Gilbert,3.1
,1759,27.2,6236,51.1,1226,2.9,11596,14.6,-12.6,E14000966,Karen Bradley,6.5,2.9,CON,George Langley-Poole,5.9,Brian Smith,Trudie McGuinness,21770,,67.5,,,4.1,John Redfern,-2.7
,1256,45.0,7720,28.7,1850,2.8,18447,18.8,-14.0,E14000967,Martin Riley,15.5,4.5,LAB,Angela McManus,-4.2,Jenny Ross,Jonathan Reynolds,11761,,59.4,,,3.1,Peter Flynn,5.4
,16022,9.3,5720,38.3,3051,3.5,4510,11.8,-9.6,E14000964,Derek Thomas,6.3,6.3,CON,Graham Calderwood,-0.7,Tim Andrewes,Cornelius Olivier,18491,,73.7,,,33.2,Andrew George,1.2
,3034,49.9,5206,24.5,1753,2.7,19771,13.1,-17.3,E14000969,Daniel Hamilton,10.9,4.4,LAB,Steven Woolfe,-0.8,Gary Lawson,Ann Coffey,9710,,62.0,,,7.7,Daniel Hawthorne,7.2
,1348,29.6,6293,48.4,1390,1.7,14429,12.9,-13.6,E14000965,Jeremy Lefroy,9.5,2.9,CON,Ed Whitfield,4.5,Mike Shone,Kate Godfrey,23606,,71.0,,,2.8,Keith Miller,-3.4
,884,49.1,7581,28.0,,,19436,19.2,-13.8,E14000970,Christopher Daniels,15.2,,LAB,Mandy Boylett,2.0,,Alex Cunningham,11069,,59.8,,,2.2,Anthony Sycamore,6.3
,1582,34.2,6864,44.5,1369,2.9,16336,14.4,-13.3,E14000968,Stephen McPartland,9.9,2.9,CON,David Collins,3.1,Graham White,Sharon Taylor,21291,,67.7,,,3.3,Susan Van De Ven,0.8
,1296,39.3,7041,22.5,1123,3.6,12220,22.7,-17.5,E14000972,Liam Ascough,18.3,3.6,LAB,Mick Harold,1.5,Jan Zablocki,Tristram Hunt,7008,,49.9,,,4.2,Zulfiqar Ali,0.5
,1309,39.2,8298,32.7,1029,2.6,15319,21.2,-12.5,E14000974,Joe Rich,17.8,2.6,LAB,Tariq Mahmood,4.3,Luke Bellamy,Rob Flello,12780,,56.9,,,3.3,Peter Andras,0.4
,1137,39.9,9542,27.4,1091,2.8,15429,24.7,-14.8,E14000973,Ben Adams,18.5,2.8,LAB,Geoffrey Locke,3.6,Sean Adam,Ruth Smeeth,10593,,53.2,,,2.9,Paul Roberts,-4.4
,1538,31.5,7774,46.0,1021,1.4,14501,16.9,-13.0,E14000976,Margot James,12.4,2.2,CON,Jim Carver,3.4,Christian Kiever,Peter Lowe,21195,,66.6,,,3.3,Christopher Bramall,-0.2
,1366,37.0,5480,46.8,952,1.8,19175,10.6,-12.5,E14000971,James Wharton,7.7,1.8,CON,Ted Strike,7.8,Jacqui Lovell,Louise Baldock,24221,,69.0,,,2.6,Drew Durning,-1.3
,2473,20.2,7620,54.7,1191,1.5,9483,16.2,-17.2,E14000975,Bill Cash,10.9,2.5,CON,Andrew Illsley,4.1,Wenslie Naylon,Sam Hale,25733,,69.8,,,5.3,Martin Lewis,-0.5
,6182,13.0,6798,57.7,2128,3.1,6677,13.2,-17.1,E14000977,Nadhim Zahawi,9.6,4.1,CON,Edward Fila,6.1,Dominic Giles,Jeff Kenner,29674,,72.6,,,12.0,Elizabeth Adams,3.5
,4491,53.0,1602,25.1,4421,7.0,26474,3.2,-26.8,E14000978,Kim Caddy,3.2,8.9,LAB,Bruce Machan,6.8,Jonathan Bartley,Chuka Umunna,12540,,63.5,,,9.0,Amna Ahmad,10.2
,1362,53.0,5068,27.8,2187,2.7,24601,10.9,-14.0,E14000979,Lisa Cooke,7.6,4.7,LAB,Kalvin Chapman,-0.8,Geraldine Coggins,Kate Green,12916,,66.8,,,2.9,Louise Ankers,4.4
,4777,18.0,8655,51.9,3294,3.9,10013,15.6,-21.2,E14000981,Therese Coffey,9.8,5.9,CON,Daryll Pitcher,5.5,Rachel Smith-Lyte,Russell Whiting,28855,,70.6,,,8.6,James Sandbach,2.0
,4937,11.2,7778,59.9,2400,4.4,6100,14.3,-16.8,E14000983,Michael Gove,8.0,4.4,CON,Paul Chapman,2.2,Kimberley Lawson,Laween Atroshi,32582,,68.5,,,9.1,Ann-Marie Barker,1.0
,1105,50.2,7997,23.4,1706,4.1,20959,19.1,-14.3,E14000982,Jeffrey Townsend,16.6,4.1,LAB,Bryan Foster,-6.7,Rachel Featherstone,Julie Elliott,9780,,57.3,,,2.6,Adrian Page,4.3
,2627,22.3,7489,54.6,1426,1.7,11365,14.7,-12.9,E14000985,Andrew Mitchell,11.6,2.8,CON,Marcus John Brown,0.7,David Ratcliff,Robert Pocock,27782,,67.8,,,5.2,Richard Brighton-Knight,2.0
,1427,26.1,8727,50.0,1110,2.4,12304,18.5,-13.2,E14000986,Christopher Pincher,13.6,2.4,CON,Jan Higgins,4.3,Nicola Holmes,Carol Dean,23606,,65.6,,,3.0,Jenny Pinkett,-6.6
,2086,37.7,4848,45.7,2779,1.9,22947,8.0,-12.0,E14000980,Neil Carmichael,5.7,4.6,CON,Caroline Ann Stephens,4.9,Sarah Lunnon,David Elliott Drew,27813,,75.5,,,3.4,Adrian Anthony Walker-Smith,-0.9
,16811,11.1,5341,41.5,1051,1.6,5546,10.7,-12.0,E14000984,Paul Scully,8.7,2.1,CON,Gus Dalgleish,-0.8,Maeve Tomlinson,Emily Brothers,20732,,72.2,,,33.7,Paul Burstow,4.2
,3850,18.3,4871,58.6,1714,3.8,8311,10.8,-14.1,E14000987,George Osborne,10.8,3.8,CON,Stuart Hutton,4.0,Tina Rothery,David Pinto-Duschinsky,26552,,70.2,,,8.5,Gareth Wilson,1.1
,7629,14.8,7128,54.5,2207,3.0,8204,12.9,-21.7,E14000990,Laurence Robertson,8.7,4.0,CON,Stuart Adair,7.3,Jemma Clarke,Ed Buxton,30176,,70.5,,,13.8,Alistair Cameron,3.2
,4703,15.4,7805,52.6,2404,4.6,8089,14.9,-14.3,E14000993,Kevin Hollinrake,8.3,4.6,CON,Toby Horton,-0.3,Chris Newsam,Alan Avery,27545,,67.6,,,9.0,Di Keal,1.9
,12358,9.2,6921,48.1,2630,4.5,5347,12.0,-27.7,E14000988,Rebecca Pow,8.3,4.5,CON,Laura Bailhache,5.9,Clive Martin,Neil Guild,27849,,70.7,,,21.3,Rachel Gilmour,4.1
,927,37.8,7330,39.6,930,2.3,15364,18.0,-13.2,E14000989,Lucy Allan,12.2,2.3,CON,Denis Allen,3.3,Peter Robert Hawkins,David Wright,16094,,61.4,,,2.3,Ian Phillip Croll,-0.9
,10568,9.2,6188,56.5,2626,2.9,5240,10.9,-10.9,E14000991,Geoffrey Clifton-Brown,6.7,4.6,CON,Chris Harlow,3.5,Penny Burgess,Manjinder Singh Kang,32045,,72.4,,,18.6,Paul Hodgkinson,-1.5
,18429,7.8,5126,41.0,1316,2.7,3775,10.6,-14.0,E14000994,Luke Hall,7.0,2.7,CON,Russ Martin,3.9,Iain Hamilton,Hadleigh Roberts,19924,,73.7,,,37.9,Steven Webb,0.8
,1959,26.0,7620,49.7,1443,3.2,11836,16.8,-13.1,E14000992,Mark Andrew Pritchard,12.3,3.2,CON,Jill Seymour,2.0,Cath Edwards,Katrina Gilman,22579,,68.9,,,4.3,Rod Keyes,-1.1
,5626,12.7,8857,54.0,3415,4.9,6835,16.5,-22.9,E14000996,Neil Parish,10.5,6.4,CON,Graham Smith,3.7,Paul Edwards,Caroline Kolek,29030,,70.5,,,10.5,Stephen Kearney,3.8
,3660,14.2,8153,59.4,2366,2.9,7604,15.2,-15.7,E14000997,Tom Tugendhat,11.5,4.4,CON,Rob Izzard,1.5,Howard Porter,Claire Leigh,31887,,71.7,,,6.8,Mary Varrall,1.5
,2107,47.2,1537,41.9,2201,2.9,25263,2.9,-10.9,E14000998,Dan Watkins,1.6,4.1,LAB,Przemek De Skuba Skwirczynski,3.4,Esther Obiri-Darko,Sadiq Khan,22421,,69.7,,,3.9,Philip Ling,3.7
,7483,10.6,10371,50.9,3941,5.1,6015,18.3,-27.1,E14001000,Geoffrey Cox,12.9,7.0,CON,Derek Sargent,5.2,Cathrine Simmons,Mike Sparling,28774,,72.0,,,13.2,Paula Dolphin,5.4
,644,32.6,15718,33.7,,,16156,31.7,-9.4,E14000995,Jackie Doyle-Price,24.3,,CON,Tim Aker,-3.1,,Polly Billington,16692,,63.9,,,1.3,Rhodri Jamieson-Ball,-4.0
,4342,14.2,6481,58.7,2659,3.4,7307,12.6,-16.8,E14001004,Greg Clark,8.5,5.2,CON,Colin Nicholson,2.4,Marie Jones,Kevin Kerrigan,30181,,70.0,,,8.4,James MacCleary,3.4
,16265,8.7,6540,40.7,1557,2.3,4166,13.6,-13.2,E14000999,Kevin Foster,8.3,3.2,CON,Tony McIntyre,2.0,Paula Hermes,Su Maddock,19551,,63.0,,,33.8,Adrian Sanders,2.1
,1595,48.2,6541,32.8,2017,2.7,25791,12.2,-11.9,E14001006,Glenn Hall,10.5,3.8,LAB,Gary Legg,-1.6,Julia Erskine,Alan Campbell,17551,,69.0,,,3.0,John Paton-Day,2.9
,23563,11.5,3069,41.3,2463,2.8,7129,4.9,-16.4,E14001005,Tania Mathias,3.5,4.0,CON,Barry Edwards,7.2,Tanya Williams,Nick Grant,25580,,77.3,,,38.0,Vince Cable,3.8
,1483,40.3,7862,34.2,1069,0.5,17301,18.3,-12.9,E14001009,Antony Calvert,18.3,2.5,LAB,Alan Hazelhurst,-1.5,Rebecca Thackray,Mary Creagh,14688,,60.9,,,3.5,Finbarr Cronin,1.0
,2215,26.4,6346,50.2,1414,2.1,11816,14.2,-15.0,E14001007,Boris Johnson,11.4,3.2,CON,Jack Duffin,2.0,Graham Lee,Chris Summers,22511,,63.4,,,4.9,Mike Cox,3.0
,1011,60.4,5063,22.7,1288,3.0,26176,11.7,-11.3,E14001010,Chris Clarkson,8.8,3.0,LAB,Geoffrey Caton,-8.7,Julian Pratt,Angela Eagle,9828,,66.2,,,2.3,Kris Brown,8.6
,1756,67.3,1512,12.0,3931,6.8,28654,3.6,-13.6,E14001002,Stefan Mrozinski,2.4,9.2,LAB,Tariq Saeed,-2.9,Dee Searle,David Lammy,5090,,60.1,,,4.1,Turhan Ozen,8.0
,3312,53.8,1385,27.3,3658,6.0,25778,2.9,-18.2,E14001008,James Bellis,2.9,7.6,LAB,Ace Nnorom,5.7,Gulnar Hasnain,Kate Hoey,13070,,58.7,,,6.9,Adrian Hyyryläinen-Trett,4.0
,840,39.0,8122,33.8,529,1.4,14392,22.0,-10.9,E14001011,Douglas Hansen-Luke,17.2,1.4,LAB,Liz Hazell,-0.5,Mike Harrison,David Winnick,12455,,55.0,,,2.3,Nigel Jones,2.0
,676,47.2,6540,32.8,1149,2.7,19740,15.6,-12.8,E14001012,Sue Arnold,7.2,2.7,LAB,Derek Bennett,-2.5,Charlotte Fletcher,Valerie Vaz,13733,,61.8,,,1.6,Joel Kenrick,7.5
,8681,15.2,5967,44.0,4483,6.9,7814,11.6,-24.0,E14001003,Sarah Newton,7.7,8.7,CON,John Hyslop,2.3,Karen Westbrook,Stuart Roden,22681,,70.0,,,16.8,Simon Rix,5.5
,4667,12.7,6656,53.0,4845,7.8,5988,14.1,-25.7,E14001001,Sarah Wollaston,8.1,10.3,CON,Justin Haque,7.1,Gill Coombs,Nicky Williams,24941,,68.6,,,9.9,Julian Brazil,5.3
